Name,Fill_rate,Normal_capacity,Reserve,Date
Al Hanssali,50.1,668.2,334.9,20/11/2018
Al Hanssali,34.9,668.2,233.3,20/11/2017
Al Massira,29.3,2657.0,777.2,20/11/2018
Al Massira,19.0,2657.0,505.1,20/11/2017
Oued El Makhazine,83.8,672.9,563.9,21/11/2018
Oued El Makhazine,45.1,672.9,303.6,21/11/2017
Hassan II,67.8,392.31,265.99,21/11/2018
Hassan II,16.9,392.31,66.2,21/11/2017
Oued ZA,96.6,94.9,91.7,21/11/2018
Oued ZA,18.4,94.9,17.5,21/11/2017
Mohamed V,96.4,239.5,230.9,21/11/2018
Mohamed V,5.0,239.5,11.9,21/11/2017
Idriss 1er,77.6,1129.6,876.6,21/11/2018
Idriss 1er,38.8,1129.6,437.9,21/11/2017
Al Wahda,58.5,3522.3,2061.2,21/11/2018
Al Wahda,42.0,3522.3,1479.9,21/11/2017
El Kensera,85.6,216.4,185.3,21/11/2018
El Kensera,40.1,216.4,86.8,21/11/2017
Bin El Ouidane,70.0,1215.5,850.7,21/11/2018
Bin El Ouidane,17.1,1215.5,207.5,21/11/2017
Al Hanssali,50.9,668.2,339.9,21/11/2018
Al Hanssali,34.9,668.2,233.2,21/11/2017
Al Massira,29.3,2657.0,779.1,21/11/2018
Al Massira,19.0,2657.0,504.1,21/11/2017
Oued El Makhazine,84.7,672.9,570.1,22/11/2018
Oued El Makhazine,45.1,672.9,303.1,22/11/2017
Hassan II,68.0,392.31,266.77,22/11/2018
Hassan II,16.9,392.31,66.2,22/11/2017
Oued ZA,96.7,94.9,91.8,22/11/2018
Oued ZA,18.5,94.9,17.5,22/11/2017
Mohamed V,98.0,239.5,234.7,22/11/2018
Mohamed V,3.7,239.5,8.8,22/11/2017
Idriss 1er,77.3,1129.6,873.1,22/11/2018
Idriss 1er,38.7,1129.6,436.9,22/11/2017
Al Wahda,58.7,3522.3,2067.4,22/11/2018
Al Wahda,42.0,3522.3,1479.9,22/11/2017
El Kensera,86.2,216.4,186.5,22/11/2018
El Kensera,40.1,216.4,86.8,22/11/2017
Bin El Ouidane,70.2,1215.5,853.6,22/11/2018
Bin El Ouidane,17.1,1215.5,207.5,22/11/2017
Al Hanssali,51.1,668.2,341.3,22/11/2018
Al Hanssali,35.0,668.2,233.7,22/11/2017
Al Massira,29.4,2657.0,782.1,22/11/2018
Al Massira,18.9,2657.0,502.2,22/11/2017
Oued El Makhazine,85.3,672.9,574.0,23/11/2018
Oued El Makhazine,45.0,672.9,302.9,23/11/2017
Hassan II,68.2,392.31,267.65,23/11/2018
Hassan II,16.9,392.31,66.2,23/11/2017
Oued ZA,96.8,94.9,91.9,23/11/2018
Oued ZA,18.6,94.9,17.6,23/11/2017
Mohamed V,98.0,239.5,234.7,23/11/2018
Mohamed V,3.8,239.5,9.1,23/11/2017
Idriss 1er,77.0,1129.6,870.1,23/11/2018
Idriss 1er,38.6,1129.6,435.9,23/11/2017
Al Wahda,58.7,3522.3,2067.4,23/11/2018
Al Wahda,42.0,3522.3,1479.9,23/11/2017
El Kensera,87.0,216.4,188.2,23/11/2018
El Kensera,40.1,216.4,86.8,23/11/2017
Bin El Ouidane,70.5,1215.5,856.5,23/11/2018
Bin El Ouidane,17.1,1215.5,207.6,23/11/2017
Al Hanssali,51.4,668.2,343.7,23/11/2018
Al Hanssali,34.8,668.2,232.2,23/11/2017
Al Massira,29.7,2657.0,788.8,23/11/2018
Al Massira,18.7,2657.0,496.5,23/11/2017
Oued El Makhazine,85.9,672.9,578.2,24/11/2018
Oued El Makhazine,45.0,672.9,302.7,24/11/2017
Hassan II,68.3,392.31,267.94,24/11/2018
Hassan II,16.9,392.31,66.2,24/11/2017
Oued ZA,96.9,94.9,92.0,24/11/2018
Oued ZA,18.6,94.9,17.7,24/11/2017
Mohamed V,97.6,239.5,233.7,24/11/2018
Mohamed V,3.6,239.5,8.5,24/11/2017
Idriss 1er,76.7,1129.6,866.1,24/11/2018
Idriss 1er,38.5,1129.6,434.9,24/11/2017
Al Wahda,58.5,3522.3,2059.4,24/11/2018
Al Wahda,42.0,3522.3,1479.1,24/11/2017
El Kensera,87.6,216.4,189.5,24/11/2018
El Kensera,40.1,216.4,86.7,24/11/2017
Bin El Ouidane,71.0,1215.5,863.0,24/11/2018
Bin El Ouidane,17.1,1215.5,207.6,24/11/2017
Al Hanssali,52.5,668.2,350.6,24/11/2018
Al Hanssali,34.9,668.2,233.0,24/11/2017
Al Massira,29.8,2657.0,790.7,24/11/2018
Al Massira,18.6,2657.0,494.6,24/11/2017
Oued El Makhazine,86.3,672.9,580.6,25/11/2018
Oued El Makhazine,45.0,672.9,302.7,25/11/2017
Hassan II,68.4,392.31,268.24,25/11/2018
Hassan II,16.9,392.31,66.2,25/11/2017
Oued ZA,96.9,94.9,92.0,25/11/2018
Oued ZA,18.6,94.9,17.7,25/11/2017
Mohamed V,97.8,239.5,234.2,25/11/2018
Mohamed V,3.6,239.5,8.5,25/11/2017
Idriss 1er,76.5,1129.6,863.7,25/11/2018
Idriss 1er,38.5,1129.6,434.9,25/11/2017
Al Wahda,58.4,3522.3,2057.6,25/11/2018
Al Wahda,42.0,3522.3,1479.1,25/11/2017
El Kensera,89.1,216.4,192.9,25/11/2018
El Kensera,40.1,216.4,86.7,25/11/2017
Bin El Ouidane,71.5,1215.5,869.4,25/11/2018
Bin El Ouidane,17.1,1215.5,207.6,25/11/2017
Al Hanssali,53.3,668.2,355.9,25/11/2018
Al Hanssali,34.9,668.2,233.0,25/11/2017
Al Massira,29.9,2657.0,794.3,25/11/2018
Al Massira,18.6,2657.0,494.6,25/11/2017
Oued El Makhazine,87.2,672.9,587.0,26/11/2018
Oued El Makhazine,44.9,672.9,301.9,26/11/2017
Hassan II,68.5,392.31,268.63,26/11/2018
Hassan II,16.9,392.31,66.2,26/11/2017
Oued ZA,97.0,94.9,92.0,26/11/2018
Oued ZA,18.7,94.9,17.8,26/11/2017
Mohamed V,98.4,239.5,235.7,26/11/2018
Mohamed V,1.4,239.5,3.4,26/11/2017
Idriss 1er,76.1,1129.6,859.2,26/11/2018
Idriss 1er,38.2,1129.6,431.5,26/11/2017
Al Wahda,58.6,3522.3,2065.7,26/11/2018
Al Wahda,42.0,3522.3,1479.1,26/11/2017
El Kensera,91.5,216.4,198.1,26/11/2018
El Kensera,40.1,216.4,86.7,26/11/2017
Bin El Ouidane,72.0,1215.5,874.7,26/11/2018
Bin El Ouidane,17.1,1215.5,207.6,26/11/2017
Al Hanssali,53.7,668.2,359.0,26/11/2018
Al Hanssali,35.1,668.2,234.5,26/11/2017
Al Massira,30.1,2657.0,800.5,26/11/2018
Al Massira,18.4,2657.0,489.0,26/11/2017
Oued El Makhazine,89.2,672.9,600.4,27/11/2018
Oued El Makhazine,44.8,672.9,301.5,27/11/2017
Hassan II,68.5,392.31,268.83,27/11/2018
Hassan II,16.9,392.31,66.1,27/11/2017
Oued ZA,97.1,94.9,92.2,27/11/2018
Oued ZA,18.8,94.9,17.9,27/11/2017
Mohamed V,97.8,239.5,234.2,27/11/2018
Mohamed V,1.4,239.5,3.4,27/11/2017
Idriss 1er,75.8,1129.6,856.8,27/11/2018
Idriss 1er,38.2,1129.6,431.5,27/11/2017
Al Wahda,58.8,3522.3,2070.1,27/11/2018
Al Wahda,42.0,3522.3,1479.1,27/11/2017
El Kensera,92.0,216.4,199.2,27/11/2018
El Kensera,40.1,216.4,86.7,27/11/2017
Bin El Ouidane,72.4,1215.5,879.5,27/11/2018
Bin El Ouidane,17.1,1215.5,207.6,27/11/2017
Al Hanssali,54.2,668.2,362.1,27/11/2018
Al Hanssali,35.2,668.2,235.0,27/11/2017
Al Massira,30.1,2657.0,800.5,27/11/2018
Al Massira,18.3,2657.0,486.2,27/11/2017
Oued El Makhazine,89.7,672.9,603.9,28/11/2018
Oued El Makhazine,44.8,672.9,301.2,28/11/2017
Hassan II,68.8,392.3,269.7,28/11/2018
Hassan II,16.9,392.3,66.1,28/11/2017
Oued ZA,97.3,94.9,92.3,28/11/2018
Oued ZA,19.0,94.9,18.0,28/11/2017
Mohamed V,98.2,239.5,235.2,28/11/2018
Mohamed V,1.4,239.5,3.5,28/11/2017
Idriss 1er,75.5,1129.6,853.3,28/11/2018
Idriss 1er,38.1,1129.6,430.8,28/11/2017
Al Wahda,58.9,3522.3,2074.6,28/11/2018
Al Wahda,42.0,3522.3,1479.1,28/11/2017
El Kensera,92.5,216.4,200.2,28/11/2018
El Kensera,40.1,216.4,86.7,28/11/2017
Bin El Ouidane,72.7,1215.5,884.2,28/11/2018
Bin El Ouidane,17.1,1215.5,207.6,28/11/2017
Al Hanssali,54.6,668.2,364.6,28/11/2018
Al Hanssali,35.2,668.2,234.9,28/11/2017
Al Massira,30.4,2657.0,806.7,28/11/2018
Al Massira,18.2,2657.0,484.4,28/11/2017
Oued El Makhazine,90.2,672.9,606.7,29/11/2018
Oued El Makhazine,44.7,672.9,300.7,29/11/2017
Hassan II,68.9,392.31,270.21,29/11/2018
Hassan II,16.8,392.31,66.1,29/11/2017
Oued ZA,97.7,94.9,92.7,29/11/2018
Oued ZA,17.0,94.9,16.1,29/11/2017
Mohamed V,98.4,239.5,235.7,29/11/2018
Mohamed V,1.5,239.5,3.5,29/11/2017
Idriss 1er,75.7,1129.6,854.8,29/11/2018
Idriss 1er,38.2,1129.6,431.5,29/11/2017
Al Wahda,59.1,3522.3,2081.8,29/11/2018
Al Wahda,42.0,3522.3,1479.1,29/11/2017
El Kensera,93.8,216.4,203.0,29/11/2018
El Kensera,40.1,216.4,86.7,29/11/2017
Bin El Ouidane,73.0,1215.5,886.9,29/11/2018
Bin El Ouidane,17.1,1215.5,207.7,29/11/2017
Al Hanssali,54.9,668.2,366.8,29/11/2018
Al Hanssali,35.2,668.2,234.9,29/11/2017
Al Massira,30.4,2657.0,808.5,29/11/2018
Al Massira,18.1,2657.0,481.1,29/11/2017
Oued El Makhazine,90.5,672.9,608.8,30/11/2018
Oued El Makhazine,44.9,672.9,301.9,30/11/2017
Hassan II,69.0,392.31,270.80,30/11/2018
Hassan II,16.8,392.31,66.0,30/11/2017
Oued ZA,97.7,94.9,92.7,30/11/2018
Oued ZA,12.7,94.9,12.0,30/11/2017
Mohamed V,98.6,239.5,236.1,30/11/2018
Mohamed V,5.0,239.5,12.0,30/11/2017
Idriss 1er,75.8,1129.6,855.8,30/11/2018
Idriss 1er,38.4,1129.6,433.5,30/11/2017
Al Wahda,59.2,3522.3,2086.4,30/11/2018
Al Wahda,42.0,3522.3,1479.9,30/11/2017
El Kensera,94.4,216.4,204.2,30/11/2018
El Kensera,40.1,216.4,86.7,30/11/2017
Bin El Ouidane,73.3,1215.5,890.5,30/11/2018
Bin El Ouidane,17.1,1215.5,207.7,30/11/2017
Al Hanssali,55.2,668.2,369.1,30/11/2018
Al Hanssali,35.2,668.2,235.4,30/11/2017
Al Massira,30.5,2657.0,809.8,30/11/2018
Al Massira,18.0,2657.0,477.9,30/11/2017
Oued El Makhazine,90.9,672.9,611.3,1/12/2018
Oued El Makhazine,45.4,672.9,305.8,1/12/2017
Hassan II,69.1,392.3,271.1,1/12/2018
Hassan II,16.8,392.3,66.0,1/12/2017
Oued ZA,97.7,94.9,92.7,1/12/2018
Oued ZA,17.3,94.9,16.4,1/12/2017
Mohamed V,98.8,239.5,236.6,1/12/2018
Mohamed V,7.7,239.5,18.4,1/12/2017
Idriss 1er,75.8,1129.6,856.3,1/12/2018
Idriss 1er,38.7,1129.6,437.2,1/12/2017
Al Wahda,59.4,3522.3,2091.8,1/12/2018
Al Wahda,42.2,3522.3,1485.0,1/12/2017
El Kensera,94.5,216.4,204.6,1/12/2018
El Kensera,40.2,216.4,87.1,1/12/2017
Bin El Ouidane,73.5,1215.5,893.5,1/12/2018
Bin El Ouidane,17.2,1215.5,208.8,1/12/2017
Al Hanssali,55.7,668.2,372.0,1/12/2018
Al Hanssali,35.9,668.2,240.1,1/12/2017
Al Massira,30.6,2657.0,812.3,1/12/2018
Al Massira,18.0,2657.0,478.8,1/12/2017
Oued El Makhazine,91.1,672.9,612.7,2/12/2018
Oued El Makhazine,45.5,672.9,306.3,2/12/2017
Hassan II,69.2,392.3,271.4,2/12/2018
Hassan II,16.8,392.3,66.0,2/12/2017
Oued ZA,97.8,94.9,92.8,2/12/2018
Oued ZA,17.5,94.9,16.6,2/12/2017
Mohamed V,97.8,239.5,234.2,2/12/2018
Mohamed V,9.5,239.5,22.7,2/12/2017
Idriss 1er,76.0,1129.6,858.2,2/12/2018
Idriss 1er,38.9,1129.6,439.9,2/12/2017
Al Wahda,59.5,3522.3,2097.2,2/12/2018
Al Wahda,42.3,3522.3,1489.4,2/12/2017
El Kensera,95.0,216.4,205.5,2/12/2018
El Kensera,41.7,216.4,90.3,2/12/2017
Bin El Ouidane,73.7,1215.5,896.2,2/12/2018
Bin El Ouidane,17.3,1215.5,210.5,2/12/2017
Al Hanssali,55.7,668.2,372.0,2/12/2018
Al Hanssali,36.2,668.2,241.6,2/12/2017
Al Massira,30.6,2657.0,812.3,2/12/2018
Al Massira,18.1,2657.0,481.6,2/12/2017
Oued El Makhazine,91.2,672.9,613.8,3/12/2018
Oued El Makhazine,45.6,672.9,306.5,3/12/2017
Hassan II,69.3,392.31,271.79,3/12/2018
Hassan II,16.8,392.31,66.0,3/12/2017
Oued ZA,97.9,94.9,92.9,3/12/2018
Oued ZA,13.0,94.9,12.4,3/12/2017
Mohamed V,96.8,239.5,231.8,3/12/2018
Mohamed V,9.8,239.5,23.4,3/12/2017
Idriss 1er,76.0,1129.6,858.7,3/12/2018
Idriss 1er,39.0,1129.6,440.3,3/12/2017
Al Wahda,59.5,3522.3,2097.2,3/12/2018
Al Wahda,42.3,3522.3,1490.1,3/12/2017
El Kensera,95.3,216.4,206.3,3/12/2018
El Kensera,41.9,216.4,90.7,3/12/2017
Bin El Ouidane,74.0,1215.5,899.2,3/12/2018
Bin El Ouidane,17.4,1215.5,211.9,3/12/2017
Al Hanssali,56.1,668.2,374.8,3/12/2018
Al Hanssali,36.3,668.2,242.6,3/12/2017
Al Massira,30.7,2657.0,814.8,3/12/2018
Al Massira,18.2,2657.0,483.9,3/12/2017
Oued El Makhazine,91.4,672.9,614.8,4/12/2018
Oued El Makhazine,45.6,672.9,306.5,4/12/2017
Hassan II,69.4,392.31,272.28,4/12/2018
Hassan II,16.8,392.31,66.0,4/12/2017
Oued ZA,97.9,94.9,92.9,4/12/2018
Oued ZA,13.2,94.9,12.5,4/12/2017
Mohamed V,96.8,239.5,231.8,4/12/2018
Mohamed V,10.1,239.5,24.2,4/12/2017
Idriss 1er,76.2,1129.6,860.2,4/12/2018
Idriss 1er,39.0,1129.6,441.0,4/12/2017
Al Wahda,59.6,3522.3,2098.1,4/12/2018
Al Wahda,42.3,3522.3,1490.1,4/12/2017
El Kensera,95.6,216.4,207.0,4/12/2018
El Kensera,42.1,216.4,91.0,4/12/2017
Bin El Ouidane,74.2,1215.5,901.9,4/12/2018
Bin El Ouidane,17.5,1215.5,212.9,4/12/2017
Al Hanssali,56.0,668.2,374.3,4/12/2018
Al Hanssali,36.4,668.2,243.3,4/12/2017
Al Massira,30.7,2657.0,814.8,4/12/2018
Al Massira,18.3,2657.0,486.2,4/12/2017
Oued El Makhazine,91.6,672.9,616.2,5/12/2018
Oued El Makhazine,42.2,672.9,283.7,5/12/2017
Hassan II,69.6,392.31,273.08,5/12/2018
Hassan II,16.5,392.31,64.6,5/12/2017
Oued ZA,97.9,94.9,92.9,5/12/2018
Oued ZA,40.8,94.9,38.7,5/12/2017
Mohamed V,95.6,239.5,229.0,5/12/2018
Mohamed V,23.1,239.5,55.3,5/12/2017
Idriss 1er,76.4,1129.6,862.7,5/12/2018
Idriss 1er,41.3,1129.6,466.0,5/12/2017
Al Wahda,59.7,3522.3,2102.6,5/12/2018
Al Wahda,44.8,3522.3,1576.8,5/12/2017
El Kensera,95.8,216.4,207.4,5/12/2018
El Kensera,46.6,216.4,100.9,5/12/2017
Bin El Ouidane,74.4,1215.5,904.3,5/12/2018
Bin El Ouidane,40.4,1215.5,491.2,5/12/2017
Al Hanssali,56.2,668.2,375.7,5/12/2018
Al Hanssali,63.4,668.2,423.9,5/12/2017
Al Massira,30.8,2657.0,817.3,5/12/2018
Al Massira,42.1,2657.0,1119.7,5/12/2017
Oued El Makhazine,91.7,672.9,617.3,6/12/2018
Oued El Makhazine,45.6,672.9,306.5,6/12/2017
Hassan II,69.7,392.31,273.28,6/12/2018
Hassan II,16.8,392.31,66.0,6/12/2017
Oued ZA,97.9,94.9,92.9,6/12/2018
Oued ZA,13.6,94.9,12.9,6/12/2017
Mohamed V,95.2,239.5,228.1,6/12/2018
Mohamed V,10.3,239.5,24.6,6/12/2017
Idriss 1er,76.5,1129.6,863.7,6/12/2018
Idriss 1er,39.2,1129.6,443.3,6/12/2017
Al Wahda,59.8,3522.3,2106.3,6/12/2018
Al Wahda,42.3,3522.3,1490.9,6/12/2017
El Kensera,96.0,216.4,207.7,6/12/2018
El Kensera,42.2,216.4,91.2,6/12/2017
Bin El Ouidane,74.5,1215.5,906.1,6/12/2018
Bin El Ouidane,17.6,1215.5,213.6,6/12/2017
Al Hanssali,56.5,668.2,377.6,6/12/2018
Al Hanssali,36.7,668.2,245.0,6/12/2017
Al Massira,30.8,2657.0,818.5,6/12/2018
Al Massira,18.3,2657.0,485.8,6/12/2017
Oued El Makhazine,91.8,672.9,618.0,7/12/2018
Oued El Makhazine,45.6,672.9,306.5,7/12/2017
Hassan II,69.8,392.31,273.77,7/12/2018
Hassan II,16.8,392.31,66.0,7/12/2017
Oued ZA,97.9,94.9,92.9,7/12/2018
Oued ZA,13.7,94.9,13.0,7/12/2017
Mohamed V,94.4,239.5,226.2,7/12/2018
Mohamed V,10.3,239.5,24.8,7/12/2017
Idriss 1er,76.6,1129.6,865.1,7/12/2018
Idriss 1er,39.3,1129.6,444.0,7/12/2017
Al Wahda,59.9,3522.3,2109.0,7/12/2018
Al Wahda,42.3,3522.3,1490.9,7/12/2017
El Kensera,96.1,216.4,207.9,7/12/2018
El Kensera,42.2,216.4,91.4,7/12/2017
Bin El Ouidane,74.8,1215.5,909.2,7/12/2018
Bin El Ouidane,17.6,1215.5,213.7,7/12/2017
Al Hanssali,56.8,668.2,379.2,7/12/2018
Al Hanssali,36.8,668.2,245.9,7/12/2017
Al Massira,30.9,2657.0,821.0,7/12/2018
Al Massira,18.3,2657.0,485.8,7/12/2017
Oued El Makhazine,92.0,672.9,619.1,8/12/2018
Oued El Makhazine,45.6,672.9,306.5,8/12/2017
Hassan II,69.9,392.3,274.1,8/12/2018
Hassan II,16.8,392.3,65.9,8/12/2017
Oued ZA,98.0,94.9,93.0,8/12/2018
Oued ZA,13.9,94.9,13.2,8/12/2017
Mohamed V,93.6,239.5,224.3,8/12/2018
Mohamed V,10.4,239.5,24.9,8/12/2017
Idriss 1er,76.7,1129.6,866.6,8/12/2018
Idriss 1er,39.4,1129.6,444.7,8/12/2017
Al Wahda,60.0,3522.3,2111.7,8/12/2018
Al Wahda,42.3,3522.3,1490.9,8/12/2017
El Kensera,96.2,216.4,208.1,8/12/2018
El Kensera,42.3,216.4,91.5,8/12/2017
Bin El Ouidane,75.0,1215.5,911.3,8/12/2018
Bin El Ouidane,17.6,1215.5,213.7,8/12/2017
Al Hanssali,57.0,668.2,380.6,8/12/2018
Al Hanssali,36.9,668.2,246.8,8/12/2017
Al Massira,31.0,2657.0,824.8,8/12/2018
Al Massira,18.2,2657.0,484.8,8/12/2017
Oued El Makhazine,92.1,672.9,619.4,9/12/2018
Oued El Makhazine,45.6,672.9,306.5,9/12/2017
Hassan II,70.0,392.3,274.6,9/12/2018
Hassan II,16.8,392.3,65.9,9/12/2017
Oued ZA,98.0,94.9,93.0,9/12/2018
Oued ZA,14.0,94.9,13.3,9/12/2017
Mohamed V,93.1,239.5,222.9,9/12/2018
Mohamed V,10.4,239.5,24.9,9/12/2017
Idriss 1er,76.9,1129.6,868.1,9/12/2018
Idriss 1er,39.4,1129.6,445.0,9/12/2017
Al Wahda,60.0,3522.3,2114.4,9/12/2018
Al Wahda,42.3,3522.3,1490.9,9/12/2017
El Kensera,96.3,216.4,208.5,9/12/2018
El Kensera,42.3,216.4,91.6,9/12/2017
Bin El Ouidane,75.2,1215.5,914.3,9/12/2018
Bin El Ouidane,17.6,1215.5,213.9,9/12/2017
Al Hanssali,57.2,668.2,382.4,9/12/2018
Al Hanssali,36.9,668.2,246.9,9/12/2017
Al Massira,31.2,2657.0,827.9,9/12/2018
Al Massira,18.1,2657.0,481.1,9/12/2017
Oued El Makhazine,92.2,672.9,620.1,10/12/2018
Oued El Makhazine,45.5,672.9,306.3,10/12/2017
Hassan II,70.0,392.31,274.67,10/12/2018
Hassan II,16.8,392.31,65.9,10/12/2017
Oued ZA,98.1,94.9,93.1,10/12/2018
Oued ZA,14.2,94.9,13.4,10/12/2017
Mohamed V,92.7,239.5,222.0,10/12/2018
Mohamed V,10.4,239.5,25.0,10/12/2017
Idriss 1er,76.9,1129.6,868.6,10/12/2018
Idriss 1er,39.4,1129.6,445.4,10/12/2017
Al Wahda,60.1,3522.3,2117.2,10/12/2018
Al Wahda,42.3,3522.3,1490.9,10/12/2017
El Kensera,96.6,216.4,209.0,10/12/2018
El Kensera,42.3,216.4,91.6,10/12/2017
Bin El Ouidane,75.3,1215.5,915.5,10/12/2018
Bin El Ouidane,17.6,1215.5,213.9,10/12/2017
Al Hanssali,57.3,668.2,382.9,10/12/2018
Al Hanssali,36.6,668.2,244.3,10/12/2017
Al Massira,31.2,2657.0,828.6,10/12/2018
Al Massira,18.0,2657.0,478.8,10/12/2017
Oued El Makhazine,92.2,672.9,620.5,11/12/2018
Oued El Makhazine,45.5,672.9,306.3,11/12/2017
Hassan II,70.1,392.31,274.87,11/12/2018
Hassan II,16.8,392.31,65.9,11/12/2017
Oued ZA,97.9,94.9,92.9,11/12/2018
Oued ZA,14.4,94.9,13.6,11/12/2017
Mohamed V,91.7,239.5,219.7,11/12/2018
Mohamed V,10.4,239.5,25.0,11/12/2017
Idriss 1er,77.2,1129.6,872.1,11/12/2018
Idriss 1er,39.4,1129.6,445.4,11/12/2017
Al Wahda,60.2,3522.3,2119.9,11/12/2018
Al Wahda,42.3,3522.3,1490.9,11/12/2017
El Kensera,96.7,216.4,209.4,11/12/2018
El Kensera,42.3,216.4,91.6,11/12/2017
Bin El Ouidane,75.4,1215.5,916.2,11/12/2018
Bin El Ouidane,17.6,1215.5,214.0,11/12/2017
Al Hanssali,57.0,668.2,381.0,11/12/2018
Al Hanssali,36.7,668.2,245.2,11/12/2017
Al Massira,31.2,2657.0,827.9,11/12/2018
Al Massira,18.0,2657.0,477.4,11/12/2017
Oued El Makhazine,92.3,672.9,620.8,12/12/2018
Oued El Makhazine,45.7,672.9,307.5,12/12/2017
Hassan II,70.1,392.31,275.07,12/12/2018
Hassan II,16.8,392.31,65.9,12/12/2017
Oued ZA,97.9,94.9,92.9,12/12/2018
Oued ZA,14.5,94.9,13.8,12/12/2017
Mohamed V,91.2,239.5,218.3,12/12/2018
Mohamed V,10.4,239.5,25.0,12/12/2017
Idriss 1er,77.1,1129.6,871.1,12/12/2018
Idriss 1er,39.6,1129.6,447.1,12/12/2017
Al Wahda,60.3,3522.3,2122.6,12/12/2018
Al Wahda,42.3,3522.3,1491.6,12/12/2017
El Kensera,96.9,216.4,209.8,12/12/2018
El Kensera,42.3,216.4,91.6,12/12/2017
Bin El Ouidane,75.4,1215.5,916.5,12/12/2018
Bin El Ouidane,17.6,1215.5,214.1,12/12/2017
Al Hanssali,57.1,668.2,381.7,12/12/2018
Al Hanssali,36.7,668.2,245.4,12/12/2017
Al Massira,31.2,2657.0,827.9,12/12/2018
Al Massira,17.9,2657.0,475.6,12/12/2017
Oued El Makhazine,92.4,672.9,621.9,13/12/2018
Oued El Makhazine,45.8,672.9,308.5,13/12/2017
Hassan II,70.2,392.31,275.37,13/12/2018
Hassan II,16.8,392.31,65.8,13/12/2017
Oued ZA,97.9,94.9,92.9,13/12/2018
Oued ZA,14.6,94.9,13.9,13/12/2017
Mohamed V,90.4,239.5,216.5,13/12/2018
Mohamed V,10.4,239.5,25.0,13/12/2017
Idriss 1er,77.1,1129.6,870.6,13/12/2018
Idriss 1er,39.5,1129.6,446.4,13/12/2017
Al Wahda,60.3,3522.3,2124.5,13/12/2018
Al Wahda,42.4,3522.3,1492.3,13/12/2017
El Kensera,97.0,216.4,209.9,13/12/2018
El Kensera,43.0,216.4,93.1,13/12/2017
Bin El Ouidane,75.4,1215.5,916.2,13/12/2018
Bin El Ouidane,17.7,1215.5,214.7,13/12/2017
Al Hanssali,57.2,668.2,382.2,13/12/2018
Al Hanssali,36.9,668.2,246.9,13/12/2017
Al Massira,31.1,2657.0,827.3,13/12/2018
Al Massira,18.0,2657.0,478.8,13/12/2017
Oued El Makhazine,92.7,672.9,623.7,14/12/2018
Oued El Makhazine,45.9,672.9,308.7,14/12/2017
Hassan II,70.3,392.31,275.67,14/12/2018
Hassan II,16.8,392.31,65.8,14/12/2017
Oued ZA,98.0,94.9,93.0,14/12/2018
Oued ZA,14.9,94.9,14.1,14/12/2017
Mohamed V,89.8,239.5,215.2,14/12/2018
Mohamed V,10.4,239.5,24.9,14/12/2017
Idriss 1er,77.1,1129.6,871.1,14/12/2018
Idriss 1er,39.4,1129.6,445.4,14/12/2017
Al Wahda,60.4,3522.3,2127.2,14/12/2018
Al Wahda,42.4,3522.3,1492.3,14/12/2017
El Kensera,97.4,216.4,210.9,14/12/2018
El Kensera,43.7,216.4,94.7,14/12/2017
Bin El Ouidane,75.3,1215.5,915.5,14/12/2018
Bin El Ouidane,17.7,1215.5,215.4,14/12/2017
Al Hanssali,57.1,668.2,381.5,14/12/2018
Al Hanssali,37.1,668.2,247.7,14/12/2017
Al Massira,31.1,2657.0,826.0,14/12/2018
Al Massira,18.1,2657.0,480.2,14/12/2017
Oued El Makhazine,92.9,672.9,625.1,15/12/2018
Oued El Makhazine,45.9,672.9,308.7,15/12/2017
Hassan II,70.3,392.3,275.8,15/12/2018
Hassan II,16.8,392.3,65.8,15/12/2017
Oued ZA,97.9,94.9,92.9,15/12/2018
Oued ZA,15.0,94.9,14.3,15/12/2017
Mohamed V,89.5,239.5,214.3,15/12/2018
Mohamed V,10.4,239.5,24.9,15/12/2017
Idriss 1er,77.2,1129.6,872.6,15/12/2018
Idriss 1er,39.3,1129.6,444.3,15/12/2017
Al Wahda,60.5,3522.3,2129.9,15/12/2018
Al Wahda,42.4,3522.3,1493.1,15/12/2017
El Kensera,97.6,216.4,211.2,15/12/2018
El Kensera,43.9,216.4,95.1,15/12/2017
Bin El Ouidane,75.3,1215.5,914.9,15/12/2018
Bin El Ouidane,17.7,1215.5,215.6,15/12/2017
Al Hanssali,57.1,668.2,381.3,15/12/2018
Al Hanssali,37.2,668.2,248.7,15/12/2017
Al Massira,31.1,2657.0,826.0,15/12/2018
Al Massira,18.1,2657.0,480.7,15/12/2017
Oued El Makhazine,93.1,672.9,626.2,16/12/2018
Oued El Makhazine,46.0,672.9,309.7,16/12/2017
Hassan II,70.3,392.3,276.0,16/12/2018
Hassan II,16.8,392.3,65.8,16/12/2017
Oued ZA,97.9,94.9,92.9,16/12/2018
Oued ZA,15.2,94.9,14.4,16/12/2017
Mohamed V,89.3,239.5,213.8,16/12/2018
Mohamed V,10.3,239.5,24.8,16/12/2017
Idriss 1er,77.3,1129.6,873.6,16/12/2018
Idriss 1er,39.2,1129.6,442.3,16/12/2017
Al Wahda,60.5,3522.3,2132.7,16/12/2018
Al Wahda,42.4,3522.3,1493.1,16/12/2017
El Kensera,97.9,216.4,211.8,16/12/2018
